,text,applicity,sentiment
5035,The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,0,1
5036,This movie does an e{cellent job of revealing the comple{ity of the task and the incredible challenges facing South Africa.  ,0,1
5037,In the market banking to to to resilient the capital revisions standards set aim more sector contribute this paper strengthening by for framework a out capital risks,0,1
5038,Agenda response banks the for regulatory crisis reform in standards form part they s broader to committee to financial of the,0,0
5039,The such committee the supervisors s into jurisdictions the that implemented this across committee variability from asset a incorporate the weighted framework by they lessons paper in increased as also the s market of regulatory revisions consistently on learned be recent reflect risk achieving can investigations focus,0,1
5040,Overall exposed of against the capitalising crisis to in capital the framework required trading level of absorb book exposures activities insufficient material weaknesses trading the losses the for financial design proved,0,1
5041,In crisis basel market the the framework part reforms  introduced package an as a july revisions committee of the to of risk response of to important the set,0,1
5042,Fundamental shortcomings that committee the with an wrong  the committee framework beginning review trading went regime a revisions of the the initiated assessment response basel of did in the time not at of recognised book what fully address the the,0,1
5043,First consultative committee published paper may in the  the,0,0
5044,Detailed sets  received out trading this for paper regime book for reflected reforming including text the having on proposals comments the accord more basel draft,1,0
5045,Cooperation on matters regular committee the a banking on banking provides forum supervision supervisory for basel,0,1
5046,The bartender was also nice.,0,0
5047,Strengthen and to to globally practices management it seeks risk supervisory and promote,0,1
5048,Switzerland spain mexico south the korea kong united japan hong committee the kingdom representatives brazil india sar  luxembourg indonesia comprises sweden singapore saudi france africa states germany united from netherlands italy turkey china the russia the australia and argentina canada arabia belgium,0,1
5049,Basel european monetary observers are stability fund banking european committee international bank and european the institute on the commission central the the the authority the financial,0,0
5050,Paper basel  pdf bis fundamental trading view on first bcbs to book see www banking committee the publ review may the consultative org supervision of,0,1
5051,Bcbs publ assessment basel bis assets regulatory committee org www see january february analysis revised consistency programme supervision of riskweighted rcap for pdf on market risk banking,0,1
5052,Regime book book the definition of between the that design regulatory weakness banking current the trading the a of has believes  the committee and in been boundary source of the,0,1
5053,Subjective intent a that of to intent some difficult be restrictive to trading insufficiently perspective proven police has self boundary has is a been and key determined  trade from criterion an jurisdictions banks inherently the to determinant in prudential,0,1
5054,During similar requirements crisis overall types framework in risk susceptible large boundary the capital on of capital before against the side proved arbitrage to the differences and coupled of with either,0,0
5055,The that based boundary of reducing reflected based first the a hold approach to boundary feedback for set the seeks boundary valuation likely possibility and approach this by valuation in that to has the on such the address trading forward two in may but practices having for aligned the more deem trading developed supervisory own revised relative and based a  for committee regulatory with approach the retains definitions providing the banks alternative to weaknesses tools the purposes by as consultative paper arbitrage the between link evidence risk consideration of boundary more trading management instruments put banks and a is committee from to book be,0,1
5056,The based new is to trading committee a to that provides book example committee instrument to be boundary or  presumption instruments the there seeking assigned the they definition trading across to the banking be certain book are in will included consistent the of banks which book more have the deliver the on implementation either types for,0,1
5057,Penne vodka excellent!,1,1
5058,Also of would all part will a would instrument of that requirements available the supervisors types in the reporting committee of positions banks typically trading books that the regarding common be of understanding documentation on included based and different to to facilitate has need  range book for a among supervisors agreed valuation the as development new evidence this make,0,1
5059,Requirements of of facilitate types a that are capital supervisability of will better activity boundary book of and the trading understanding the the this scope increase within the,0,1
5060,Arbitrage the boundary the committee with where measures of concerned is to seeking in instances a the stricter switching capital books permeable committee and the  on switching about incentives risk is permitted between benefit remains to for less arbitrage limits prevent reduce,0,1
5061,Materiality  the in of also committee boundary capital either to aiming differences the is against side requirements reduce of similar types of the on risk,0,0
5062,Risk securitisations treatment trading book aligned banking will calibration closely default charges decided to that in committee the example the especially the for the for capital against book  be of has,0,1
5063,Credit development banking the of also committee the rate  the spread risk book in pillar charges for is interest and investigating,0,1
5064,Book rather condition the  boundary referring quantitative a focus rather is revised the than on as committee in on the evidence boundary as based reducing boundary trading evidence for arbitrage than s the reflecting the inclusion revised simply new contributing boundary to the to,0,1
5065,List in as that of of trading the sets the not meet of revised the included a as boundary changes the instruments does book trading proposed provides to well presumptive be main list presumed out definition the and to a instruments section  book,0,1
5066,These of related key the the during products crisis of losses were a flawed credit particularly  source and treatment proved positions,0,1
5067,Requirements lessons the of as  to crisis the banking closer agreed those from book to in bring principle book committee a has to the the trading responding general,0,1
5068,"Funny, clever, hip - just like Pray's previous film, Hype!  ",1,0
5069,Committee used associated banks risk remains by products measurement can models that capture existing  with based internal exposures the methodologies securitisation adequately the securitised risks sceptical,0,1
5070,Trading in activities revised approach result positions correlation standardised capital  will book securitisation as a including for based be the on charges the trading,0,1
5071,Trading also a portfolio framework the correlation simplifies the ctp by specific for this  obviating need,0,0
5072,Has for risk non discrete exposures allowed will joint modelling likely challenges to risk the practical credit decided the but default spread of continuous modelling and committee of that is be components  nonsecuritisation to involve particular internal positions securitisation risk continue,0,1
5073,That to idr balance nonsecuritisation result difficult will be trading to agreed sheet a treatment could book committee more it charge credit  more the as capital risk in has a the a achieve also the positions consistent of across subject credit make separate risk default incremental,0,1
5074,As charge the the to charges cva charges capital a introduced iii to of adjustments collectively valuation basel capture new  known cva credit cva changes set risk of risk capital,0,1
5075,Market within an in with of be framework  should risk as or a the consultative captured forms cva fashion capital other be document charge to calculated standalone discussed first the market whether continue integrated risk,0,1
5076,Market significant cva  full believes decided be for in has lead cva that integration may and appropriate to risk the fully complexity the results is treated be the time it the committee being that the that given and not committee allowing framework into to risk for model an integrated in separately must variation integrated model,0,1
5077,A the are  risk in with limited revised calculation changes to the of this out market introduced consistency paper maintain requirements set number being cva to,0,1
5078,Confirmed considering to intention  pursue to the requirements two approach risk consultative capital outlined overall measurement first has the reforms key for its paper committee the minimum in in,0,1
5079,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",0,1
5080,Importance significant in stressed ensuring that  stress  the be market will recognises periods of of sufficient the calibration capital regulatory committee,0,1
5081,Capital during critical  that it precisely absorb to is the most periods showed is crisis stress as losses,0,1
5082,Based stress financial market approaches direction calibrated a issues by and basel with internal to is the consistent capital significant to  remains a that moving the address the committee capital models both a cyclicality a charges the risk the period of in furthermore framework will in market reduction taken key committee both of standardised of objective in,0,1
5083,Of are general care exposures not appropriate that stress similar same is stress in all to asset at that periods committee aware recognising the time classes market or subject selecting the  needed is in,0,1
5084,Capture number weaknesses at expected  inability identified shortfall determining for move value var a of with risk tail var including risk regulatory using requirements its been to capital from to es  have,0,1
5085,A proposed considering of a for of the committee losses likelihood to both by  es the measures reason riskiness var with es and above in the this size replace certain level the may position confidence,0,1
5086,Es under the has calibrate capital requirements  for use and approach the approach models the committee revised a used agreed standardised has also based internal to that to market risk approach,0,1
5087,Models a the to a based of framework the these approach believes internal metric represent changes committee moving with stressed overall the rationalisation single,0,1
5088,Incorporating the illiquidity of for the the regulatory  relative consultative banks portfolios committee of capital concept trading liquidity risk the in requirements paper and recognised of the importance in market,0,0
5089,On assumption the basel of framework the an based market changes was before the introduction risk,0,0
5090,"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0,1
5091,Liquid banks risk positions to a liquidity over recent that were or proved trading book ie assumption all exit could crisis positions that day this false these as the horizon be hedge,0,1
5092,And positions than much deteriorated s due large incurred conditions to committee in during liquidity premia the changes longer fluctuations forced crisis hold to expected from in for were values risk losses banks the,0,1
5093,Varying by to market of consists elements posed liquidity the  risks approach two address,0,1
5094,Irc part taken in the with risk charge market crm  horizons in risk this of  introduced under comprehensive incremental measure incorporating horizons risk and the basel as liquidity direction varying liquidity line the is metric the broadly first which,0,1
5095,Time of without is hedging horizon the defined  the to a instruments risk transactions liquidity a exposure extinguish that execute price moving required an to as the factor,0,1
5096,Trade in risk year ranging capital the horizon consistency assigned and will outcomes factors five off between conditions market banks to liquidity from be stressed categories in days in one ensure to balancing,0,1
5097,Assign agreed to the at factors horizons sensitivity has level liquidity and risk this the categories of risk committee of simplicity broad regulatory,0,1
5098,Of liquidity incorporated  also approach standardised the the has in of been calibration assessment,0,1
5099,Premia jumps the in second  ons risk proposed committee had against of liquidity in  may add introducing the capital,0,0
5100,Metric in where the to this the as reflect regulatory was not risk objective used market historical price risk identify would sufficiently was data instruments the,0,0
5101,And none of the tones is acceptable.,0,1
5102,Around reflected an on broader the will up committee that agreed case structured internal credit having reliance to for with use pursue models not desks run on risk to crisis this on the the further models introduction committee products risk the of some the instead assessment s reflecting concerns proposal additional this market excessive in depend tool has,0,0
